osm_type,osm_id,name
R,225494,"Marburg, Landkreis Marburg-Biedenkopf, Hessen, Deutschland"
R,237385,"Seattle, King County, Washington, United States of America"
R,237440,"Bellingham, Whatcom County, Washington, United States of America"
R,238005,"Olympia, Thurston County, Washington, United States of America"
R,238074,"Centralia, Lewis County, Washington, United States of America"
R,238084,"Oak Harbor, Island County, Washington, United States of America"
R,242585,"Passo Fundo, Região Geográfica Imediata de Passo Fundo, Região Geográfica Intermediária de Passo Fundo, Rio Grande do Sul, Região Sul, Brasil"
R,253556,"San Antonio, Bexar County, Texas, United States of America"
R,253824,"Tucson, Pima County, Arizona, United States of America"
R,253832,"San Diego, San Diego County, California, United States of America"
R,270056,中国
R,271110,"Amsterdam, Noord-Holland, Nederland"
R,282347,"Sulzfeld am Main, Kitzingen (VGem), Landkreis Kitzingen, Bayern, Deutschland"
R,282800,"County Dublin, Leinster, Éire / Ireland"
R,283562,"Buchbrunn, Kitzingen (VGem), Landkreis Kitzingen, Bayern, Deutschland"
R,283610,"Kitzingen, Landkreis Kitzingen, Bayern, Deutschland"
R,283689,"Wiesenbronn, Großlangheim (VGem), Landkreis Kitzingen, Bayern, 97355, Deutschland"
R,285864,"Heidelberg, Baden-Württemberg, Deutschland"
R,286393,Argentina
R,286590,"Regierungsbezirk Darmstadt, Hessen, Deutschland"
R,286675,"Regierungsbezirk Kassel, Deutschland"
R,287666,Nicaragua
R,287667,Costa Rica
R,287827,Belize
R,288247,Perú
R,295092,"Leiden, Zuid-Holland, Nederland"
R,295355,"Cambridge, Cambridgeshire, Cambridgeshire and Peterborough, England, United Kingdom"
R,295480,Portugal
R,298285,"São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, Brasil"
R,299133,Ísland
R,301870,"Achères, Bourges, Cher, Centre-Val de Loire, France métropolitaine, 18250, France"
R,303427,افغانستان
R,304716,India
R,304751,Indonesia
R,304934,العراق
R,304938,ایران
R,305092,اليمن
R,305095,قطر
R,305138,عمان
R,307573,پاکستان
R,307584,السعودية
R,307756,대한민국
R,307763,الإمارات العربية المتحدة
R,307828,República Dominicana
R,307829,Ayiti
R,307866,Papua Niugini
R,311981,"Müllheim, Müllheim im Markgräflerland, GVV Müllheim-Badenweiler, Landkreis Breisgau-Hochschwarzwald, Baden-Württemberg, 79379, Deutschland"
R,318864,"Lusaka Province, Zambia"
R,324211,"Toronto, Golden Horseshoe, Ontario, Canada"
R,324269,"Delft, Zuid-Holland, Nederland"
R,325518,"Waigolshausen, Landkreis Schweinfurt, Bayern, 97534, Deutschland"
R,332631,"County Cork, Munster, Éire / Ireland"
R,333748,"Oshawa, Durham Region, Golden Horseshoe, Ontario, Canada"
R,334372,"County Tipperary, Munster, Éire / Ireland"
R,335433,"Retzstadt, Verwaltungsgemeinschaft Zellingen, Landkreis Main-Spessart, Bayern, 97282, Deutschland"
R,336075,"Warszawa, województwo mazowieckie, Polska"
R,336478,"Gössenheim, Verwaltungsgemeinschaft Gemünden a. Main, Landkreis Main-Spessart, Bayern, 97780, Deutschland"
R,336479,"Karlstadt, Landkreis Main-Spessart, Bayern, 97753, Deutschland"
R,337282,"Lohr am Main, Landkreis Main-Spessart, Bayern, 97816, Deutschland"
R,339549,"Bilbao, Bizkaia, Euskadi, España"
R,340746,"Málaga, Málaga-Costa del Sol, Málaga, Andalucía, España"
R,340797,"Santander, Cantabria, España"
R,341906,"大阪府, 日本"
R,344342,"Salamanca, Castilla y León, España"
R,345740,"Zaragoza, Aragón, España"
R,347950,"Barcelona, Barcelonès, Barcelona, Catalunya, España"
R,349053,"Catalunya, España"
R,349344,"Gauteng, South Africa"
R,349390,"KwaZulu-Natal, South Africa"
R,349451,"Rieneck, Landkreis Main-Spessart, Bayern, 97794, Deutschland"
R,349547,"Limpopo, South Africa"
R,349556,"Mpumalanga, South Africa"
R,349933,"Obersinn, Verwaltungsgemeinschaft Burgsinn, Landkreis Main-Spessart, Bayern, 97791, Deutschland"
R,356749,"Markt Bibart, Scheinfeld (VGem), Landkreis Neustadt an der Aisch-Bad Windsheim, Bayern, 91477, Deutschland"
R,357794,"京都市, 京都府, 日本"
R,357968,"بلوچستان, پاکستان"
R,357995,"گلگت بلتستان, پاکستان"
R,358002,"وفاقی دارالحکومت اسلام آباد, پاکستان"
R,364110,Azərbaycan
R,365307,Malta
R,365331,Italia
R,365821,"Schwielowsee, Potsdam-Mittelmark, Brandenburg, 14548, Deutschland"
R,374297,"Barth, Vorpommern-Rügen, Mecklenburg-Vorpommern, 18356, Deutschland"
R,377452,"Öhringen, Verwaltungsgemeinschaft Öhringen, Hohenlohekreis, Baden-Württemberg, 74613, Deutschland"
R,377733,"București, România"
R,380050,"Uzès, Nîmes, Gard, Occitanie, France métropolitaine, 30700, France"
R,382313,日本
R,382418,"Großenbrode, Oldenburg-Land, Kreis Ostholstein, Schleswig-Holstein, 23775, Deutschland"
R,383050,"Bremervörde, Landkreis Rotenburg (Wümme), Niedersachsen, 27432, Deutschland"
R,383592,"Oerlenbach, Landkreis Bad Kissingen, Bayern, 97714, Deutschland"
R,383698,"Bad Kissingen, Landkreis Bad Kissingen, Bayern, 97688, Deutschland"
R,387305,"Reichertshofen, Landkreis Pfaffenhofen an der Ilm, Bayern, 85084, Deutschland"
R,387411,"Unsleben, Heustreu (VGem), Landkreis Rhön-Grabfeld, Bayern, Deutschland"
R,387466,"Bad Neustadt an der Saale, Landkreis Rhön-Grabfeld, Bayern, Deutschland"
R,387469,"Niederlauer, Bad Neustadt an der Saale (VGem), Landkreis Rhön-Grabfeld, Bayern, Deutschland"
R,387529,"Bad Königshofen im Grabfeld, Landkreis Rhön-Grabfeld, Bayern, 97631, Deutschland"
R,387772,"Knetzgau, Landkreis Haßberge, Bayern, 97478, Deutschland"
R,388844,"Zeil am Main, Landkreis Haßberge, Bayern, 97475, Deutschland"
R,390788,"Kreßberg, Gemeindeverwaltungsverband Fichtenau, Landkreis Schwäbisch Hall, Baden-Württemberg, 74594, Deutschland"
R,390867,"British Columbia, Canada"
R,391186,"Alberta, Canada"
R,391196,"Newfoundland and Labrador, Canada"
R,393689,"Friedberg (Hessen), Wetteraukreis, Hessen, 61169, Deutschland"
R,394037,"Oxford, Oxfordshire, England, United Kingdom"
R,396463,"Napa County, California, United States of America"
R,396466,"Orange County, California, United States of America"
R,396479,"Los Angeles County, California, United States of America"
R,396482,"San Diego County, California, United States of America"
R,396496,"San Luis Obispo County, California, United States of America"
R,396623,"Pollham, Bezirk Grieskirchen, Oberösterreich, 4710, Österreich"
R,396708,"Heuchelhof, Würzburg, Bayern, 97084, Deutschland"
R,396710,"Steinbachtal, Würzburg, Bayern, Deutschland"
R,396731,"Frauenland, Würzburg, Bayern, 97074, Deutschland"
R,396733,"Zellerau, Würzburg, Bayern, 97082, Deutschland"
R,396775,"Grombühl, Würzburg, Bayern, Deutschland"
R,397076,"Zwickau, Langenweißbach, Zwickau, Sachsen, 08134, Deutschland"
R,398021,"Stockholms kommun, Stockholms län, Sverige"
R,399906,"Turku, Turun seutukunta, Varsinais-Suomi, Manner-Suomi, Suomi / Finland"
R,401643,"Schorndorf, Vereinbarte Verwaltungsgemeinschaft der Stadt Schorndorf, Rems-Murr-Kreis, Baden-Württemberg, 73614, Deutschland"
R,401695,"Leutenbach, Gemeindeverwaltungsverband Winnenden, Rems-Murr-Kreis, Baden-Württemberg, 71397, Deutschland"
R,401778,"Wertheim, Main-Tauber-Kreis, Baden-Württemberg, 97877, Deutschland"
R,401805,"Werbach, Verwaltungsgemeinschaft Tauberbischofsheim, Main-Tauber-Kreis, Baden-Württemberg, Deutschland"
R,403747,"Aglasterhausen, Verwaltungsverband Kleiner Odenwald, Neckar-Odenwald-Kreis, Baden-Württemberg, 74858, Deutschland"
R,404159,"Bergen, Vestland, Norge"
R,405289,"Marbach am Neckar, Gemeindeverwaltungsverband Marbach am Neckar, Landkreis Ludwigsburg, Baden-Württemberg, Deutschland"
R,405292,"Ludwigsburg, Landkreis Ludwigsburg, Baden-Württemberg, Deutschland"
R,405302,"Besigheim, Gemeindeverwaltungsverband Besigheim, Landkreis Ludwigsburg, Baden-Württemberg, 74354, Deutschland"
R,405304,"Gemmrigheim, Gemeindeverwaltungsverband Besigheim, Landkreis Ludwigsburg, Baden-Württemberg, 74376, Deutschland"
R,405309,"Freiberg am Neckar, Vereinbarte Verwaltungsgemeinschaft der Stadt Freiberg am Neckar, Landkreis Ludwigsburg, Baden-Württemberg, 71691, Deutschland"
R,405809,"Asperg, Landkreis Ludwigsburg, Baden-Württemberg, 71679, Deutschland"
R,405812,"Gerlingen, Landkreis Ludwigsburg, Baden-Württemberg, 70839, Deutschland"
R,405817,"Ditzingen, Landkreis Ludwigsburg, Baden-Württemberg, 71254, Deutschland"
R,406035,"Grimstad, Agder, Norge"
R,406091,"Oslo, Norge"
R,409209,"Köpenick, Treptow-Köpenick, Berlin, Deutschland"
R,409764,"Almere, Flevoland, Nederland"
R,409863,"Groningen, Nederland"
R,412166,"Falkenberg, Lichtenberg, Berlin, 13057, Deutschland"
R,413539,"Idstein, Rheingau-Taunus-Kreis, Hessen, 65510, Deutschland"
R,414481,"Burgstädt, Mittelsachsen, Sachsen, 09217, Deutschland"
R,416357,"Meldorf, Mitteldithmarschen, Kreis Dithmarschen, Schleswig-Holstein, 25704, Deutschland"
R,416561,"Freiberg, Mittelsachsen, Sachsen, 09599, Deutschland"
R,417461,"Oberursel (Taunus), Hochtaunuskreis, Hessen, 61440, Deutschland"
R,418324,"Homberg (Ohm), Vogelsbergkreis, Hessen, 35315, Deutschland"
R,418338,"Mücke, Vogelsbergkreis, Hessen, 35325, Deutschland"
R,418434,"Neu-Anspach, Hochtaunuskreis, Hessen, 61267, Deutschland"
R,418620,"Pohlheim, Landkreis Gießen, Hessen, 35415, Deutschland"
R,418872,"Ingelbach, Altenkirchen-Flammersfeld, Landkreis Altenkirchen (Westerwald), Rheinland-Pfalz, Deutschland"
R,421222,"Wissen, Landkreis Altenkirchen (Westerwald), Rheinland-Pfalz, Deutschland"
R,422505,"Nuthetal, Potsdam-Mittelmark, Brandenburg, 14558, Deutschland"
R,422634,"Norderstedt, Kreis Segeberg, Schleswig-Holstein, Deutschland"
R,422917,"Wurzen, Landkreis Leipzig, Sachsen, Deutschland"
R,423062,"Eschborn, Main-Taunus-Kreis, Hessen, 65760, Deutschland"
R,435514,"Hlavní město Praha, Praha, Česko"
R,438171,"Brno, okres Brno-město, Jihomoravský kraj, Jihovýchod, Česko"
R,438344,"Plzeň, okres Plzeň-město, Plzeňský kraj, Česko"
R,439840,"Praha, obvod Praha 4, Hlavní město Praha, Praha, Česko"
R,443174,Philippines
R,443473,"Unkel, Landkreis Neuwied, Rheinland-Pfalz, Deutschland"
R,443587,"Frankenberg (Eder), Landkreis Waldeck-Frankenberg, Hessen, 35066, Deutschland"
R,443589,"Battenberg (Eder), Landkreis Waldeck-Frankenberg, Hessen, 35088, Deutschland"
R,443593,"Haina (Kloster), Landkreis Waldeck-Frankenberg, Hessen, 35114, Deutschland"
R,443911,"Gernsheim, Kreis Groß-Gerau, Hessen, 64579, Deutschland"
R,444535,"Groß-Gerau, Kreis Groß-Gerau, Hessen, 64521, Deutschland"
R,447979,"Teltow, Potsdam-Mittelmark, Brandenburg, 14513, Deutschland"
R,449220,臺灣
R,450085,"Hahnstätten, Aar-Einrich, Rhein-Lahn-Kreis, Rheinland-Pfalz, Deutschland"
R,450118,"Nidda, Wetteraukreis, Hessen, 63667, Deutschland"
R,452197,"Melsungen, Schwalm-Eder-Kreis, Hessen, 34212, Deutschland"
R,452974,"Lauf, Verwaltungsgemeinschaft Achern, Ortenaukreis, Baden-Württemberg, 77886, Deutschland"
R,452988,"Offenburg, Verwaltungsgemeinschaft Offenburg, Ortenaukreis, Baden-Württemberg, Deutschland"
R,453002,"Lahr/Schwarzwald, Verwaltungsgemeinschaft Lahr/Schwarzwald, Ortenaukreis, Baden-Württemberg, 77933, Deutschland"
R,453363,"Eberbach, Verwaltungsgemeinschaft Eberbach, Rhein-Neckar-Kreis, Baden-Württemberg, Deutschland"
R,453372,"Sinsheim, Verwaltungsgemeinschaft Sinsheim, Rhein-Neckar-Kreis, Baden-Württemberg, 74889, Deutschland"
R,453391,"Neckargemünd, Verwaltungsverband Neckargemünd, Rhein-Neckar-Kreis, Baden-Württemberg, 69151, Deutschland"
R,453394,"Mauer, Verwaltungsverband Elsenztal, Rhein-Neckar-Kreis, Baden-Württemberg, 69256, Deutschland"
R,453398,"Nußloch, Rhein-Neckar-Kreis, Baden-Württemberg, 69226, Deutschland"
R,453405,"Sandhausen, Rhein-Neckar-Kreis, Baden-Württemberg, 69207, Deutschland"
R,453738,"Bad Emstal, Landkreis Kassel, Hessen, 34308, Deutschland"
R,453842,"Montabaur, Westerwaldkreis, Rheinland-Pfalz, Deutschland"
R,454165,"Schwetzingen, Rhein-Neckar-Kreis, Baden-Württemberg, 68723, Deutschland"
R,454168,"Plankstadt, Rhein-Neckar-Kreis, Baden-Württemberg, Deutschland"
R,454169,"Eppelheim, Rhein-Neckar-Kreis, Baden-Württemberg, 69214, Deutschland"
R,454175,"Weinheim, Rhein-Neckar-Kreis, Baden-Württemberg, 69469, Deutschland"
R,454178,"Schriesheim, Rhein-Neckar-Kreis, Baden-Württemberg, 69198, Deutschland"
R,454863,"Fulda, Landkreis Fulda, Hessen, Deutschland"
R,531654,"Werder (Havel), Potsdam-Mittelmark, Brandenburg, 14542, Deutschland"
R,533502,"Kloster Lehnin, Potsdam-Mittelmark, Brandenburg, 14797, Deutschland"
R,534147,"Haibach, Landkreis Aschaffenburg, Bayern, 63808, Deutschland"
R,534381,"Petersaurach, Landkreis Ansbach, Bayern, 91580, Deutschland"
R,534382,"Heilsbronn, Landkreis Ansbach, Bayern, 91560, Deutschland"
R,535828,Mauritius / Maurice
R,536773,ދިވެހިރާއްޖެ
R,536780,Singapore
R,536807,Sri Lanka
R,537055,"Bensheim, Kreis Bergstraße, Hessen, 64625, Deutschland"
R,537139,"Diez, Rhein-Lahn-Kreis, Rheinland-Pfalz, 65582, Deutschland"
R,537701,"استان تهران, ایران"
R,539258,"Ganderkesee, Landkreis Oldenburg, Niedersachsen, 27777, Deutschland"
R,541672,"Rhens, Rhein-Mosel, Landkreis Mayen-Koblenz, Rheinland-Pfalz, Deutschland"
R,547469,The Bahamas
R,548046,"Kottenheim, Vordereifel, Landkreis Mayen-Koblenz, Rheinland-Pfalz, 56736, Deutschland"
R,556706,New Zealand / Aotearoa
R,556710,"Grieskirchen, Bezirk Grieskirchen, Oberösterreich, 4710, Österreich"
R,571178,Kiribati
R,571747,Viti
R,611084,"Bad Kreuznach, Landkreis Bad Kreuznach, Rheinland-Pfalz, Deutschland"
R,659747,"Obertshausen, Landkreis Offenbach, Hessen, 63179, Deutschland"
R,659838,"Sulzfeld, Verwaltungsgemeinschaft Sulzfeld, Landkreis Karlsruhe, Baden-Württemberg, 75056, Deutschland"
R,660349,"Bingen am Rhein, Landkreis Mainz-Bingen, Rheinland-Pfalz, 55411, Deutschland"
R,722090,"Böblingen, Landkreis Böblingen, Baden-Württemberg, Deutschland"
R,722146,"Ehningen, Gemeindeverwaltungsverband Gärtringen/Ehningen, Landkreis Böblingen, Baden-Württemberg, 71139, Deutschland"
R,722150,"Leonberg, Landkreis Böblingen, Baden-Württemberg, 71229, Deutschland"
R,897671,"Gent, Oost-Vlaanderen, België / Belgique / Belgien"
R,904512,"Schleswig, Kreis Schleswig-Flensburg, Schleswig-Holstein, 24837, Deutschland"
R,907182,"Sinzheim, Vereinbarte Verwaltungsgemeinschaft Sinzheim, Landkreis Rastatt, Baden-Württemberg, 76547, Deutschland"
R,907192,"76227, Durlach, Karlsruhe, Baden-Württemberg, Deutschland"
R,913110,"香港 Hong Kong, 中国"
R,913223,"33034, Brakel, Kreis Höxter, Nordrhein-Westfalen, Deutschland"
R,915486,"Aalen, Verwaltungsgemeinschaft Aalen, Ostalbkreis, Baden-Württemberg, Deutschland"
R,929730,"Sauerlach, Landkreis München, Bayern, 82054, Deutschland"
R,932423,"Gilching, Landkreis Starnberg, Bayern, 82205, Deutschland"
R,935178,"Schwabmünchen, Landkreis Augsburg, Bayern, 86830, Deutschland"
R,935181,"Bad Tölz, Landkreis Bad Tölz-Wolfratshausen, Bayern, 83646, Deutschland"
R,935243,"Friedrichskoog, Marne-Nordsee, Kreis Dithmarschen, Schleswig-Holstein, 25718, Deutschland"
R,935838,"Freudenstadt, Vereinbarte Verwaltungsgemeinschaft Freudenstadt, Landkreis Freudenstadt, Baden-Württemberg, 72250, Deutschland"
R,936920,"Penzberg, Landkreis Weilheim-Schongau, Bayern, 82377, Deutschland"
R,936946,"Peißenberg, Landkreis Weilheim-Schongau, Bayern, 82380, Deutschland"
R,939334,"Garmisch-Partenkirchen, Landkreis Garmisch-Partenkirchen, Bayern, Deutschland"
R,940675,"Östergötlands län, Sverige"
R,940961,"Taufkirchen, Kraiburg am Inn (VGem), Landkreis Mühldorf am Inn, Bayern, 84574, Deutschland"
R,941078,"Elchingen, Landkreis Neu-Ulm, Bayern, 89275, Deutschland"
R,941087,"Neu-Ulm, Landkreis Neu-Ulm, Bayern, Deutschland"
R,941757,"Freilassing, Landkreis Berchtesgadener Land, Bayern, 83395, Deutschland"
R,942047,"Burgkirchen an der Alz, Landkreis Altötting, Bayern, 84508, Deutschland"
R,943557,"Eichstätt, Landkreis Eichstätt, Bayern, 85072, Deutschland"
R,943561,"Denkendorf, Landkreis Eichstätt, Bayern, 85095, Deutschland"
R,958109,"Untergriesbach, Landkreis Passau, Bayern, 94107, Deutschland"
R,958621,"Babenhausen, Landkreis Unterallgäu, Bayern, 87727, Deutschland"
R,959426,"Lindau (Bodensee), Landkreis Lindau, Bayern, 88131, Deutschland"
R,959645,"Schwarzach, Schwarzach (VGem), Landkreis Straubing-Bogen, Bayern, 94374, Deutschland"
R,959818,"Bernried, Landkreis Deggendorf, Bayern, 94505, Deutschland"
R,959902,"Reisbach, Landkreis Dingolfing-Landau, Bayern, 94419, Deutschland"
R,1016504,"Herzogenaurach, Landkreis Erlangen-Höchstadt, Bayern, 91074, Deutschland"
R,1016505,"Möhrendorf, Landkreis Erlangen-Höchstadt, Bayern, 91096, Deutschland"
R,1016506,"Spardorf, Uttenreuth (VGem), Landkreis Erlangen-Höchstadt, Bayern, Deutschland"
R,1016513,"Bubenreuth, Landkreis Erlangen-Höchstadt, Bayern, 91088, Deutschland"
R,1016514,"Buckenhof, Uttenreuth (VGem), Landkreis Erlangen-Höchstadt, Bayern, Deutschland"
R,1016515,"Eckental, Landkreis Erlangen-Höchstadt, Bayern, 90542, Deutschland"
R,1016516,"Hemhofen, Landkreis Erlangen-Höchstadt, Bayern, 91334, Deutschland"
R,1016518,"Adelsdorf, Landkreis Erlangen-Höchstadt, Bayern, 91325, Deutschland"
R,1016519,"91097, Oberreichenbach, Aurachtal (VGem), Landkreis Erlangen-Höchstadt, Bayern, Deutschland"
R,1016525,"Aurachtal, Aurachtal (VGem), Landkreis Erlangen-Höchstadt, Bayern, 91086, Deutschland"
R,1016527,"Uttenreuth, Uttenreuth (VGem), Landkreis Erlangen-Höchstadt, Bayern, 91080, Deutschland"
R,1016531,"Baiersdorf, Landkreis Erlangen-Höchstadt, Bayern, 91083, Deutschland"
R,1016534,"Heßdorf, Heßdorf (VGem), Landkreis Erlangen-Höchstadt, Bayern, 91093, Deutschland"
R,1021685,"Helmbrechts, Landkreis Hof, Bayern, 95233, Deutschland"
R,1022764,"Kulmbach, Landkreis Kulmbach, Bayern, 95326, Deutschland"
R,1026857,"Bad Staffelstein, Landkreis Lichtenfels, Bayern, 96231, Deutschland"
R,1027771,"Tatabánya, Tatabányai járás, Komárom-Esztergom vármegye, Közép-Dunántúl, Dunántúl, Magyarország"
R,1028804,"Postbauer-Heng, Landkreis Neumarkt in der Oberpfalz, Bayern, 92353, Deutschland"
R,1028816,"Berngau, Neumarkt in der Oberpfalz (VGem), Landkreis Neumarkt in der Oberpfalz, Bayern, 92361, Deutschland"
R,1050510,"Gnarrenburg, Landkreis Rotenburg (Wümme), Niedersachsen, 27442, Deutschland"
R,1059432,"Grafenwöhr, Landkreis Neustadt an der Waldnaab, Bayern, 92655, Deutschland"
R,1070407,"Seward County, Kansas, United States of America"
R,1070411,"Neosho County, Kansas, United States of America"
R,1071015,"Bindlach, Landkreis Bayreuth, Bayern, 95463, Deutschland"
R,1077539,"Burgebrach, Burgebrach (VGem), Landkreis Bamberg, Bayern, 96138, Deutschland"
R,1080441,"Kleinsendelbach, Dormitz (VGem), Landkreis Forchheim, Bayern, Deutschland"
R,1080449,"Langensendelbach, Landkreis Forchheim, Bayern, Deutschland"
R,1080460,"Hiltpoltstein, Gräfenberg (VGem), Landkreis Forchheim, Bayern, 91355, Deutschland"
R,1080467,"Forchheim, Landkreis Forchheim, Bayern, 91301, Deutschland"
R,1080487,"Weilersbach, Kirchehrenbach (VGem), Landkreis Forchheim, Bayern, 91365, Deutschland"
R,1080490,"Neunkirchen am Brand, Landkreis Forchheim, Bayern, 91077, Deutschland"
R,1080493,"Eggolsheim, Landkreis Forchheim, Bayern, 91330, Deutschland"
R,1096833,"85354, Hohenbachern, Freising, Landkreis Freising, Bayern, Deutschland"
R,1100106,"85521, Riemerling, Hohenbrunn, Landkreis München, Bayern, Deutschland"
R,1100802,"80331, Altstadt-Lehel, München, Bayern, Deutschland"
R,1101466,"90411, Ziegelstein, Nürnberg, Bayern, Deutschland"
R,1103635,"21720, Mittelnkirchen, Samtgemeinde Lühe, Stade, Niedersachsen, Deutschland"
R,1109031,"41460, Hafengebiet, Neuss, Rhein-Kreis Neuss, Nordrhein-Westfalen, Deutschland"
R,1109531,"Dublin, County Dublin, Leinster, Éire / Ireland"
R,1111973,"88069, Oberhof, Tettnang, Verwaltungsgemeinschaft Tettnang, Bodenseekreis, Baden-Württemberg, Deutschland"
R,1112860,"Sexau, VVG der Stadt Emmendingen, Landkreis Emmendingen, Baden-Württemberg, 79350, Deutschland"
R,1112861,"Waldkirch, VVG der Stadt Waldkirch, Landkreis Emmendingen, Baden-Württemberg, 79183, Deutschland"
R,1112863,"Elzach, GVV Elzach, Landkreis Emmendingen, Baden-Württemberg, 79215, Deutschland"
R,1116270,"Alaska, United States of America"
R,1124261,"Herbolzheim, Verwaltungsverband Kenzingen-Herbolzheim, Landkreis Emmendingen, Baden-Württemberg, 79336, Deutschland"
R,1124262,"Endingen, Verwaltungsverband Nördlicher Kaiserstuhl, Landkreis Emmendingen, Baden-Württemberg, 79346, Deutschland"
R,1124266,"Bahlingen, Verwaltungsverband Nördlicher Kaiserstuhl, Landkreis Emmendingen, Baden-Württemberg, 79353, Deutschland"
R,1124267,"Malterdingen, VVG der Stadt Emmendingen, Landkreis Emmendingen, Baden-Württemberg, Deutschland"
R,1124268,"Emmendingen, VVG der Stadt Emmendingen, Landkreis Emmendingen, Baden-Württemberg, 79312, Deutschland"
R,1124271,"Teningen, VVG der Stadt Emmendingen, Landkreis Emmendingen, Baden-Württemberg, 79331, Deutschland"
R,1124272,"Sasbach am Kaiserstuhl, Verwaltungsverband Nördlicher Kaiserstuhl, Landkreis Emmendingen, Baden-Württemberg, 79361, Deutschland"
R,1124273,"Kenzingen, Verwaltungsverband Kenzingen-Herbolzheim, Landkreis Emmendingen, Baden-Württemberg, 79341, Deutschland"
R,1126214,"Biederbach, GVV Elzach, Landkreis Emmendingen, Baden-Württemberg, Deutschland"
R,1128379,"Orlando, Orange County, Florida, United States of America"
R,1128909,"35039, Ortenberg, Marburg, Landkreis Marburg-Biedenkopf, Hessen, Deutschland"
R,1128911,"35043, Schröck, Marburg, Landkreis Marburg-Biedenkopf, Hessen, Deutschland"
R,1130283,"Kandern, Verwaltungsgemeinschaft Kandern, Landkreis Lörrach, Baden-Württemberg, 79400, Deutschland"
R,1130787,"95326, Metzdorf, Ziegelhütten, Kulmbach, Landkreis Kulmbach, Bayern, Deutschland"
R,1132157,"91056, Büchenbach, Erlangen, Bayern, Deutschland"
R,1132199,"91058, Bruck, Erlangen, Bayern, Deutschland"
R,1132256,"91052, Innenstadt, Erlangen, Bayern, Deutschland"
R,1132257,"91054, Burgberg, Erlangen, Bayern, Deutschland"
R,1136068,"91080, Spardorf, Uttenreuth (VGem), Landkreis Erlangen-Höchstadt, Bayern, Deutschland"
R,1136079,"91096, Mark, Landkreis Erlangen-Höchstadt, Bayern, Deutschland"
R,1143746,"91590, Reckersdorf, Bruckberg, Weihenzell (VGem), Landkreis Ansbach, Bayern, Deutschland"
R,1143757,"91522, Meinhardswinden, Ansbach, Bayern, Deutschland"
R,1145583,"91301, Forchheim, Landkreis Forchheim, Bayern, Deutschland"
R,1145584,"91077, Baad, Neunkirchen am Brand, Landkreis Forchheim, Bayern, Deutschland"
R,1151349,"97076, Lengfeld, Würzburg, Bayern, Deutschland"
R,1152723,"Berling, Sarrebourg-Château-Salins, Moselle, Grand Est, France métropolitaine, 57370, France"
R,1155955,Liechtenstein
R,1170527,"56566, Heimbach-Weis, Neuwied, Landkreis Neuwied, Rheinland-Pfalz, Deutschland"
R,1176343,"Limours, Palaiseau, Essonne, Île-de-France, France métropolitaine, 91470, France"
R,1176597,"31655, Obernwöhren, Hörkamp, Stadthagen, Landkreis Schaumburg, Niedersachsen, Deutschland"
R,1176598,"Stadthagen, Landkreis Schaumburg, Niedersachsen, 31655, Deutschland"
R,1177823,"Wedemark, Region Hannover, Niedersachsen, 30900, Deutschland"
R,1178612,"97837, Erlenbach, Erlenbach bei Marktheidenfeld, Verwaltungsgemeinschaft Marktheidenfeld, Landkreis Main-Spessart, Bayern, Deutschland"
R,1180153,"97633, Saal an der Saale, Saal an der Saale (VGem), Landkreis Rhön-Grabfeld, Bayern, Deutschland"
R,1180492,"Texas County, Missouri, United States of America"
R,1180945,"97199, Hohestadt, Ochsenfurt, Landkreis Würzburg, Bayern, Deutschland"
R,1181618,"Springfield, Hampden County, Massachusetts, United States of America"
R,1184562,"Wadgassen, Landkreis Saarlouis, Saarland, 66787, Deutschland"
R,1184825,"Kirkel, Saarpfalz-Kreis, Saarland, 66459, Deutschland"
R,1187159,"Saarbrücken, Regionalverband Saarbrücken, Saarland, Deutschland"
R,1188765,"61118, Gronau, Bad Vilbel, Wetteraukreis, Hessen, Deutschland"
R,1188819,"60385, Bornheim, Bornheim/Ostend, Frankfurt am Main, Hessen, Deutschland"
R,1188830,"60320, Dornbusch, Mitte-Nord, Frankfurt am Main, Hessen, Deutschland"
R,1188873,"64404, Bickenbach, Landkreis Darmstadt-Dieburg, Hessen, Deutschland"
R,1188954,"64683, Einhausen, Kreis Bergstraße, Hessen, Deutschland"
R,1207838,"Iași, Zona Metropolitană Iași, Iași, România"
R,1216769,"Miami, Miami-Dade County, Florida, United States of America"
R,1216849,"Tampa, Hillsborough County, Florida, United States of America"
R,1216863,"Weston, Broward County, Florida, United States of America"
R,1224652,"Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, Argentina"
R,1228205,"75196, Wilferdingen, Remchingen, Enzkreis, Baden-Württemberg, Deutschland"
R,1231100,"67133, Maxdorf, Rhein-Pfalz-Kreis, Rheinland-Pfalz, Deutschland"
R,1231107,"67550, Abenheim, Westliche Außenbezirke, Worms, Rheinland-Pfalz, Deutschland"
R,1231960,"Spaichingen, Verwaltungsgemeinschaft Spaichingen, Landkreis Tuttlingen, Baden-Württemberg, 78549, Deutschland"
R,1240588,"Ketzin/Havel, Havelland, Brandenburg, 14669, Deutschland"
R,1241644,"Simmern/Hunsrück, Simmern-Rheinböllen, Rhein-Hunsrück-Kreis, Rheinland-Pfalz, 55469, Deutschland"
